"Actinomycetaceae","Aerococcus","Aeromonas","Akkermansia","Alcaligenes faecalis et rel.","Allistipes et rel.","Anaerobiospirillum","Anaerofustis","Anaerostipes caccae et rel.","Anaerotruncus colihominis et rel.","Anaerovorax odorimutans et rel.","Aneurinibacillus","Aquabacterium","Asteroleplasma et rel.","Atopobium","Bacillus","Bacteroides fragilis et rel.","Bacteroides intestinalis et rel.","Bacteroides ovatus et rel.","Bacteroides plebeius et rel.","Bacteroides splachnicus et rel.","Bacteroides stercoris et rel.","Bacteroides uniformis et rel.","Bacteroides vulgatus et rel.","Bifidobacterium","Bilophila et rel.","Brachyspira","Bryantella formatexigens et rel.","Bulleidia moorei et rel.","Burkholderia","Butyrivibrio crossotus et rel.","Campylobacter","Catenibacterium mitsuokai et rel.","Clostridium (sensu stricto)","Clostridium cellulosi et rel.","Clostridium colinum et rel.","Clostridium difficile et rel.","Clostridium felsineum et rel.","Clostridium leptum et rel.","Clostridium nexile et rel.","Clostridium orbiscindens et rel.","Clostridium ramosum et rel.","Clostridium sphenoides et rel.","Clostridium stercorarium et rel.","Clostridium symbiosum et rel.","Clostridium thermocellum et rel.","Collinsella","Coprobacillus catenaformis et rel.","Coprococcus eutactus et rel.","Corynebacterium","Desulfovibrio et rel.","Dialister","Dorea formicigenerans et rel.","Eggerthella lenta et rel.","Enterobacter aerogenes et rel.","Enterococcus","Escherichia coli et rel.","Eubacterium biforme et rel.","Eubacterium cylindroides et rel.","Eubacterium hallii et rel.","Eubacterium limosum et rel.","Eubacterium rectale et rel.","Eubacterium siraeum et rel.","Eubacterium ventriosum et rel.","Faecalibacterium prausnitzii et rel.","Fusobacteria","Gemella","Granulicatella","Haemophilus","Helicobacter","Klebisiella pneumoniae et rel.","Lachnobacillus bovis et rel.","Lachnospira pectinoschiza et rel.","Lactobacillus catenaformis et rel.","Lactobacillus gasseri et rel.","Lactobacillus plantarum et rel.","Lactobacillus salivarius et rel.","Lactococcus","Leminorella","Megamonas hypermegale et rel.","Megasphaera elsdenii et rel.","Methylobacterium","Micrococcaceae","Mitsuokella multiacida et rel.","Moraxellaceae","Novosphingobium","Oceanospirillum","Oscillospira guillermondii et rel.","Outgrouping clostridium cluster XIVa","Oxalobacter formigenes et rel.","Papillibacter cinnamivorans et rel.","Parabacteroides distasonis et rel.","Peptococcus niger et rel.","Peptostreptococcus anaerobius et rel.","Peptostreptococcus micros et rel.","Phascolarctobacterium faecium et rel.","Prevotella melaninogenica et rel.","Prevotella oralis et rel.","Prevotella ruminicola et rel.","Prevotella tannerae et rel.","Propionibacterium","Proteus et rel.","Pseudomonas","Roseburia intestinalis et rel.","Ruminococcus bromii et rel.","Ruminococcus callidus et rel.","Ruminococcus gnavus et rel.","Ruminococcus lactaris et rel.","Ruminococcus obeum et rel.","Serratia","Sporobacter termitidis et rel.","Staphylococcus","Streptococcus bovis et rel.","Streptococcus intermedius et rel.","Streptococcus mitis et rel.","Subdoligranulum variable at rel.","Sutterella wadsworthia et rel.","Tannerella et rel.","Uncultured Bacteroidetes","Uncultured Chroococcales","Uncultured Clostridiales I","Uncultured Clostridiales II","Uncultured Mollicutes","Uncultured Selenomonadaceae","Veillonella","Weissella et rel.","Vibrio","Wissella et rel.","Xanthomonadaceae","Yersinia et rel.","y_raw"
0.0208818350391933,0.0232530245473654,0.0206949119819247,0.0108344828876726,0.023651460082699,0.0185180721730275,0.0209465673993662,0.0191927267178935,0.0170886342911586,0.0122710284671194,0.0171661703443597,0.0196352358062563,0.0228675296616013,0.0224912019708303,0.020197996876713,0.0211586239720712,0.0581929849907619,0.0419241529497817,0.0632811465079147,0.0225051774197608,0.0353369089585326,0.0199763936475814,0.081924871051143,0.0487455441209763,0.00794152506851725,0.0218401904077748,0.0213651370501242,0.02199336043887,0.0211912843770543,0.0303240530097249,0.0281359412812608,0.0227858731675266,0.0173613896387294,0.0184834943208496,0.0180238519847329,0.031075157920315,0.0176586345593502,0.0201089075675058,0.0173861754848117,0.0157885080633228,0.0254720887770259,0.0270635149804867,0.0297869991905754,0.019612894151581,0.0168496163529997,0.0205042059633213,0.0211100330040041,0.0294761548957019,0.0125377421678742,0.0214451589384203,0.0193247922135834,0.0140317321424694,0.0170569434056019,0.0179136338829991,0.021421954022237,0.0204788981167322,0.0186925528631578,0.0181092730215954,0.0169336153234207,0.0186638154509316,0.0208072615879276,0.0247085237444139,0.0179087421931603,0.0225991410290687,0.0391883345440492,0.0226678015906779,0.0257628572497788,0.0256588821582027,0.0192662285439924,0.0221308812099476,0.0207922578134308,0.0407894978606055,0.0178956574925155,0.0221510848563077,0.0226252807043282,0.0208774507433821,0.022226767801815,0.0123458088598499,0.0213510954191043,0.0210326405204143,0.0194984429557759,0.0212043615732718,0.0206233029890924,0.0106630871075462,0.0217930167887953,0.0186127979263015,0.0206229431171964,0.0186113403359289,0.0130115298575057,0.0213751232897297,0.0307701425205828,0.0399830675132682,0.0189546719356179,0.0209237705863432,0.0215997816298418,0.0180573940548867,0.00603456629769088,0.0218597861446794,0.0255950645031062,0.0410146275275743,0.0217957576862438,0.0215103821681573,0.0185578810678717,0.0134365907964391,0.00677555309492722,0.0119872686977873,0.0197233292676733,0.0365573758757959,0.0111686207385937,0.0173021823083294,0.0182814436421903,0.0189327847941676,0.0387038734085754,0.0267365008979061,0.0326320650103112,0.0102401432563745,0.0332989128125398,0.034146882563921,0.0125347284596396,0.0169779430393152,0.0179461883906252,0.0168346241709787,0.0158919011776983,0.0198343997671188,0.0236991855138963,0.018859030143384,0.0208360409843901,0.0241072592226501,0.0387144739537642,0.0209433374766273,0.393499603064973
0.0223998955060156,0.023107144408305,0.0259612455376328,0.0093862878660082,0.0222779230645449,0.0135876173982718,0.025091277500458,0.0215543696731836,0.0275679000720052,0.0197026147502274,0.0178596496132862,0.0193490980131359,0.0295754608251766,0.0244364205697605,0.0204366568475617,0.0234555241905949,0.0157181319152275,0.0239792712429165,0.0231743613599798,0.0140488961838398,0.0231682278200988,0.010704628507305,0.0205995929135372,0.0152635967891699,0.0103564368151146,0.0267778786962419,0.0229635709284663,0.0339446836504619,0.0237664055970306,0.0293975761735411,0.0239469574666206,0.0224462158917606,0.0156464500289061,0.0204749413524514,0.0186946832124875,0.036458536976846,0.0233364110998968,0.0220142727805692,0.0183955489628996,0.0171010227734477,0.0212723965931186,0.0264624417785287,0.0330594826987785,0.0262075098085819,0.0227216876091313,0.0245423591609602,0.0303929786290317,0.032928813382588,0.0181725103757401,0.0233200032781308,0.023839127394315,0.0193950382023946,0.0233753443256679,0.0201612097839983,0.022070371867377,0.0223720980269614,0.0189256172990019,0.0196793287973223,0.0180456896121743,0.018614312742732,0.0207339084354422,0.0240673353677034,0.0172572670317608,0.0228824440838107,0.0415375611652283,0.0253502053647343,0.0228174779501172,0.0193165772267098,0.0177103442007373,0.0236863671865815,0.0209203309791158,0.0447891255452164,0.0168684304991125,0.021414894572241,0.05789169549381,0.02316558937897,0.0214031356312997,0.0131215140080174,0.0221394768058659,0.022559996358235,0.0198145534270301,0.0213421762856745,0.0239019201257485,0.0115102932606471,0.0225152373545661,0.0292635516026167,0.0219295256451749,0.00951413557336319,0.0138988160331898,0.0248144304579885,0.0308948757419575,0.0249476733158491,0.0195503972318898,0.0230589387879502,0.0231026723328184,0.019268166638183,0.00489396594455821,0.0148029470573217,0.0177777652601685,0.0217047387802632,0.0231398887142257,0.0244975077659264,0.0184134235408494,0.0133851578037962,0.0202997569482998,0.0265144797140903,0.0282708114027921,0.0295576512485808,0.0189163828940065,0.0154835359399724,0.0178035000239065,0.0256324623823362,0.0300829326611869,0.0234943299154716,0.0229974261164271,0.0132974988006885,0.0252597269846541,0.0219765968185836,0.00979354922942198,0.0301594870469077,0.0145874809522242,0.018739650523955,0.0165516329703119,0.018435625696986,0.0181120472858841,0.0200601206167493,0.0218442834862211,0.0289808197356055,0.0308714848708032,0.0252171175543408,0.295063455525791
0.0247885168371144,0.0216976812772734,0.0245089890932021,0.0108398725525994,0.0288468282936168,0.0205552187133499,0.0220545073086371,0.0193297257300619,0.0181214542678244,0.0214070072297105,0.0185015069562773,0.0196767465926172,0.0319980819572611,0.0246821795675422,0.0378361214543017,0.0211470819315187,0.0196614821865203,0.0142281224633333,0.021531132916637,0.0188059684500165,0.018785965643524,0.0123517181684249,0.0198711700194854,0.0201086691917196,0.0539611387719095,0.0273040625508989,0.024125492791548,0.0224225356193567,0.0198602362883661,0.0255788014107855,0.0201693130772014,0.0240511036623636,0.0156688042176719,0.0329315882604094,0.0217079766765196,0.0131850601734317,0.018055323353334,0.0313841671749869,0.0225552152436747,0.0226230931455126,0.0147264787932377,0.0192498139714336,0.0213499371619939,0.0250720603312023,0.0204225561168126,0.0267631525894077,0.0387007748900668,0.0198967331685824,0.0240421493995271,0.0255819197164764,0.0284054220500817,0.028298158126996,0.0156524038662846,0.0205961705498826,0.0255637855115646,0.0234845696249582,0.0199794227301535,0.0169102813051224,0.0179889780736113,0.0181082659411863,0.0206124835455772,0.0187203120051023,0.0181382726221605,0.00753105020703244,0.0368235513197124,0.025781722876603,0.0225032165256233,0.0209505318255833,0.0194896078036873,0.0234510371819762,0.0234081006533414,0.0203540203618062,0.0193071117493727,0.0289959757906533,0.020900175870988,0.0234155099398339,0.0221522492756036,0.0144980333977343,0.0228905109169934,0.0243555324823166,0.0207911972896831,0.027162132404828,0.0277634488917941,0.0123757528917536,0.0259954711700876,0.0286124127056353,0.0249076837165391,0.0119168478304598,0.0144473318659003,0.0302802318479797,0.0258158455719365,0.0194262289255734,0.0192078929783392,0.0237492957537712,0.0221187191090963,0.0189312483302744,0.00508292807418123,0.0163229187081638,0.021392517294788,0.015809961706077,0.0260928639812972,0.0240542938056252,0.0189415414239666,0.0305987386953727,0.0256183999879015,0.0362222721235185,0.0206237239614607,0.0168036362085172,0.0165382973727021,0.01650189866128,0.0194261450674118,0.0262169283969945,0.0119237536525059,0.0193446652642588,0.0152727072839417,0.0329505369482288,0.036404274941798,0.0190346450303615,0.0115277058322589,0.0217614648833731,0.0179288288942812,0.0216075479104868,0.0175334833870857,0.0261793349477504,0.0297972886218604,0.0205624764931982,0.0220326798854765,0.0221777955900465,0.0279422104876908,0.0262555589719955,0.361863932788667
0.0230388599997327,0.0189630062765395,0.0266378246212624,0.00914535094901171,0.0220145674314377,0.022295093396378,0.0272194014477467,0.020104694456166,0.0151793541593879,0.0254926464556692,0.0230326898752423,0.0195917378208225,0.030013708433856,0.0221210051142513,0.0336546074323015,0.0228085867523613,0.0158972610711533,0.0181643827779099,0.018001416652954,0.018824188697326,0.0183653115544443,0.0113400223007537,0.0280710460016917,0.0166926658348674,0.0282334023944221,0.0254922722462556,0.0237504491230282,0.0243707492888537,0.0212204432227431,0.0247888422903137,0.0259434244400706,0.0243937529289871,0.015511888960051,0.0226934627400611,0.0213074146436991,0.0132648478713563,0.0187777782081465,0.0241396774711302,0.0188848731549554,0.0285933043888124,0.0159337943627594,0.0207117514419345,0.017593534270802,0.0320049261850631,0.0231247218816163,0.0244161969035566,0.0343410630294002,0.0208981971020868,0.0265018268203349,0.0225941602406421,0.0251645103429234,0.0338977664827744,0.0190571278645399,0.0196458705358615,0.0224498772657699,0.0214877898196521,0.0195845273955086,0.0184780890707761,0.0188027441007472,0.0127725169950296,0.020731990549477,0.0207521104940266,0.0214907490796933,0.00814906651966159,0.0266995301751851,0.0246717947804534,0.0219175400278936,0.0181958199007976,0.0193909446684813,0.0251950504943227,0.0221613214065127,0.0223165735353514,0.0271191178380925,0.0219492478257289,0.0206660756995332,0.0235780023056401,0.0203362257349577,0.0109343218638768,0.0218820645312217,0.0231068948295296,0.022232998685091,0.0230251468862902,0.0233096739148081,0.0122990216851228,0.0233062520013023,0.0201477002328613,0.0220787810594493,0.0116397450952771,0.0149272896033404,0.0265269800691483,0.0350075284491295,0.0224805487661553,0.0195063461637005,0.0243252923438802,0.0235404307881178,0.018922786932696,0.00519205804408202,0.0163068922139894,0.0204804433670539,0.0148726442972522,0.0236519221681843,0.0236429295377246,0.0202951926845962,0.0379371075386434,0.0531960958215729,0.0397085929786665,0.0226234730992332,0.022825317390232,0.0199477039761093,0.0170012156986734,0.0185320186295064,0.0259040626795275,0.0174183539173614,0.029135318331016,0.0276967684880829,0.021913397998859,0.0268558289451099,0.0188891776236051,0.00930807300478698,0.0177181085355848,0.0171941118319534,0.0221296881833201,0.0173554128413046,0.0198210743916747,0.0444194739486814,0.0197489964229792,0.0217885469716888,0.0206018843156521,0.0254957200390956,0.0251205288627883,0.328064752178362
0.0201257886306623,0.0255759897570098,0.0209278352253675,0.0114484213666658,0.0216899175830094,0.0271490284032869,0.0213323891072172,0.0193217431725623,0.023918441208153,0.0177156757508099,0.0196882140642862,0.0185243416558502,0.0169546263030336,0.0213015283724736,0.0187170054693646,0.0234618117496099,0.0225024239587934,0.0147505863566035,0.0248377637260292,0.0190866663307155,0.0222519683685633,0.0227309781053211,0.0118405354480271,0.0196513969023114,0.0084465058832,0.0192284015066073,0.0206095764716244,0.0194081707209883,0.0179051807181733,0.0202956496289854,0.0232367819698883,0.0218173301906399,0.0171221211760906,0.0191950073250976,0.0144052712644809,0.0201794911005481,0.0218427845357246,0.0202782351921962,0.0131725078184805,0.0212962973181787,0.0176249936816228,0.0241240779596304,0.0207562351302724,0.0253663039051671,0.0218218712482933,0.020282057788578,0.0108033705547891,0.0302415914322236,0.0261864055841651,0.0208083041886109,0.0184362161482403,0.0107864526182341,0.0181350953323519,0.0231372688201425,0.020956142507853,0.0327026786198794,0.01894734408028,0.013108794139884,0.0187469028576438,0.0237128595617449,0.0214396501645131,0.0216737158647281,0.0218907078769368,0.0173077873874595,0.039091091230941,0.0212854513006739,0.020898076675525,0.0361116396606697,0.0220096447156789,0.0221540646396312,0.0198223629558222,0.0399639348740394,0.0160418491167773,0.020461831713778,0.020643899989143,0.0214503216878616,0.0260173098662688,0.0120147723746448,0.0213219699330521,0.0199976751079287,0.0189904276168385,0.0201820061635037,0.0223820047817897,0.0105240082049204,0.0213845554234066,0.0179336907120912,0.0226129155656771,0.0138026625630603,0.0184313766796596,0.0131327821317986,0.0194298273031931,0.0234142243334792,0.0183211356614995,0.0197558907800372,0.0213613544848524,0.0171972181577746,0.00587219892432579,0.0174332334056395,0.0207143380449538,0.027448393530557,0.0204629778889366,0.0213877775177746,0.0213135100991631,0.0233745775492152,0.0108595838669775,0.0171487761287354,0.0152171702313058,0.0298772612859457,0.0218551458404866,0.020885403325548,0.015664925728328,0.0201041137826407,0.0230540829814827,0.0213599033795879,0.023686518854165,0.0318601343888366,0.025548318311603,0.0310013257501618,0.0113418483484693,0.0288087860496951,0.0318278540181039,0.0231526504003354,0.0357257231489149,0.0191801737136706,0.0254876283239203,0.0209256637826168,0.022228816608281,0.0238921313138513,0.02165406989446,0.0200415913903766,0.103675969335423
0.0227987975410206,0.0194613424048673,0.0208688443119156,0.018079131347177,0.0210806542256576,0.0299178377487575,0.0211049636967374,0.0203000776892345,0.0229482404762126,0.0189407784478779,0.0309521858022726,0.0185044171211308,0.019987670138317,0.0220868067163185,0.0193879588206992,0.0218169802720234,0.0142298015662006,0.00770620982534553,0.0125163564866584,0.0154261699826642,0.0187846699598999,0.0124639796584519,0.00826943906048139,0.0082181824796853,0.0155380832096061,0.0206182445709533,0.0229885948847031,0.0252847093794833,0.0184278531783055,0.0212471583884104,0.0180011593784779,0.0232481410691331,0.0176720135300899,0.0205450515240663,0.0156489814438693,0.0227608726160866,0.0201516044870903,0.0206672549840982,0.0149448830601782,0.0254706840642178,0.0195554811301668,0.0218082576814466,0.0246440210960032,0.0234361126009853,0.0182807504608764,0.022310858642143,0.0119955716796959,0.0278261232111498,0.0309627453786623,0.0254536844172634,0.0232349217462862,0.0120760753641611,0.0199712274346175,0.0269058934664836,0.0211343870377929,0.0208374977613018,0.0207220805525946,0.01316880709888,0.0196103212408108,0.0264693036889495,0.0200301809357972,0.0164239621654141,0.0217883278108083,0.0140612983688025,0.0187732965014559,0.0212546230182671,0.0214635190545757,0.0179266438598566,0.0249459001976668,0.023218262626376,0.0226176286244638,0.0210420934859928,0.0191527000974539,0.023624699437985,0.021473848619557,0.0285952391333955,0.0215856518479945,0.0166025044146423,0.0208999338045186,0.0211294525576647,0.0194578238168146,0.0244188585377678,0.0227902950329701,0.0111588051919989,0.0236240135406289,0.0219891498906768,0.0247103739596439,0.0135756540971863,0.0190230830921818,0.0138501419646018,0.021408732731425,0.0143358853701524,0.0180993698304897,0.0201173356466926,0.0221024914964047,0.017673601407903,0.00505830001746151,0.0134845516818411,0.0158975816375433,0.0166859998533844,0.0216738629238939,0.0217421765896988,0.0267129193984157,0.0138039382678256,0.0132937987248514,0.018846514145519,0.0173500999799055,0.0404067848299885,0.0293991585199967,0.02435404488992,0.014182279479846,0.022975030820574,0.0228274439070149,0.0235928702858024,0.0254198181508659,0.0284019083748021,0.0241100174135001,0.0242989413809919,0.0137587851484497,0.0476461043154254,0.0427040229816016,0.0204583984900081,0.0386009492343672,0.0175205973489353,0.0285783367681006,0.0232294465598544,0.0242752707963918,0.0203656028512458,0.0207603905477454,0.023004812979377,-0.03395915331883
0.0248946313000788,0.0256013050268459,0.0230415621284382,0.0158527484269902,0.0232098475577603,0.0129035616618469,0.0248911100210972,0.0215787166692048,0.0223444261469913,0.0365441621773884,0.0222289352542263,0.0215605283002284,0.0281212516637839,0.0215825961578162,0.0219117598583267,0.0222902263865397,0.00749660981305249,0.0217628961827428,0.00990426556554881,0.0137885648360417,0.0131993434294261,0.00834740038083381,0.0050765634554989,0.00642794702139224,0.00702551375505268,0.0218695336737717,0.021571478977738,0.026899354465372,0.0193873826251446,0.0344560309073397,0.0254949036611078,0.0221931548212803,0.0143547691326649,0.0212982066651421,0.0298826932198809,0.0230418755505774,0.0250917686173427,0.0222455679938194,0.0367955726906692,0.0232595048347439,0.0225420781877142,0.014208350114596,0.0373892858858225,0.0194079293171896,0.024718011709638,0.0210375662937205,0.0182852772836127,0.0114467923723019,0.0191608449847229,0.020383933271842,0.0196576460410553,0.011623287540067,0.0246077329421309,0.0232336309040942,0.0199340141385083,0.0207889806845547,0.0198279837418509,0.0212091460231796,0.0161953369096315,0.0181471411400718,0.0229626664176768,0.0288989545991827,0.0193499333965564,0.0276909215621302,0.0261749147164165,0.0217053552110349,0.0262558206249941,0.0287137752274214,0.0205740901431998,0.0221814603589211,0.0201609428354828,0.0284457335004895,0.0357621021657636,0.0329481026794635,0.0233087606254383,0.0215473945629041,0.0234143875222067,0.0122093517339549,0.02382447206453,0.0217211521987053,0.0216912166821301,0.0231095507845592,0.0204517639434534,0.011694112821369,0.0224347322706576,0.0208527090333601,0.0215439675505972,0.0394233691055852,0.0211824648866235,0.0405231140685036,0.0353566181305766,0.00924587945372689,0.0253551568328739,0.0240588704462438,0.0227167314453786,0.025515647923737,0.00597006678488741,0.0165031813757936,0.015764484444722,0.0193370186177297,0.0215235288519188,0.021841744513442,0.0210483438004749,0.0156517759873702,0.0508916975638772,0.0412114762180715,0.0195584264939517,0.0350871959591058,0.0201088070668935,0.0196420428960658,0.0340278602526299,0.0226358736298523,0.0209840280901942,0.0260814251051988,0.0241245128289047,0.0181291448945162,0.0184308665863279,0.0157586759598939,0.0204630388660392,0.0187874763465703,0.00986730067546207,0.0187923245684209,0.0159871097799474,0.0178485438324826,0.0180682338647071,0.0205443148742504,0.0208124180553953,0.0248700012538491,0.0242420997332342,0.0208387025484831,0.229458331307438
0.0297271041422977,0.028113022853578,0.020820267757643,0.0127792983381885,0.0239931644015395,0.0148192463509284,0.0234221841994391,0.0220972681759189,0.0187081895224514,0.0362654199855591,0.0238980066635385,0.022192135860583,0.0247961803829449,0.0263983400779956,0.0208744413859959,0.0251337950943395,0.0103354198040648,0.0550017015607781,0.0124006505967205,0.0151746873494523,0.0179797441956951,0.0107395921780341,0.00643959495278214,0.0325426286445906,0.0152344195445398,0.0259306287798176,0.0236595531742689,0.0244321542247978,0.01970156558102,0.0292879387280911,0.0227131684992326,0.0230894474226564,0.0144392216696323,0.0201375987793602,0.027774715097289,0.0186156621057929,0.0281231103817224,0.0222310306989077,0.0357394700685717,0.0240536564069359,0.020868719842918,0.0140609510071013,0.0298234353851263,0.0205416794697001,0.0213810031407978,0.0250685095778802,0.027887143383378,0.0128779358035395,0.0162797833347278,0.0248115288339606,0.0314050038627436,0.0102965358748585,0.0217820151439933,0.0259457327846533,0.02280604630106,0.0250968754662587,0.0214163014795017,0.019571593165282,0.0170692810557151,0.016250216678857,0.0234159673568477,0.0220148017685014,0.0206190236957653,0.0225098523912422,0.0154395672618779,0.0245461955025549,0.0226096484565993,0.0277994439183246,0.0188674632850693,0.0230824239789771,0.0212496645468344,0.0194672114072052,0.0299800049336506,0.0211967455160729,0.0227890784485351,0.0217344422710833,0.0229816416385785,0.0136989859636326,0.0225880426498703,0.022808991758203,0.0212607420455068,0.0222223469045684,0.0303177568052991,0.0115775242669897,0.0253553652724224,0.0327427138590728,0.0252468371809744,0.0460616228060399,0.0189488969027873,0.0360622806716609,0.02175839645501,0.0138642354430657,0.0268556192729046,0.0301997058487961,0.0238718537399767,0.0250619122253795,0.00658606678921542,0.0222901082661309,0.021891885299476,0.0356563649638107,0.0283729274947949,0.0231181841527182,0.0184435262093788,0.0148495493150868,0.0494333043613853,0.0358154969746326,0.0211398788900395,0.0345083999384008,0.0183696191283749,0.0168848349757649,0.0318476656756881,0.0320219111961942,0.0202365068949009,0.0270793485942087,0.0251437226582586,0.0209110413916564,0.0178782887047775,0.0204193357960153,0.0152640993400592,0.0180322203193116,0.0105898212168194,0.0203654990635454,0.0173137684808764,0.0184276564040965,0.0209081361104108,0.0208816120937514,0.0232532620829645,0.0228199708313955,0.0221870309056855,0.0239180885856874,0.249259520976372
0.0245561085417121,0.024135000953281,0.0240127991833571,0.0326893609874036,0.0225754969556386,0.00854174777874358,0.0222396088006783,0.0253719800029333,0.0349719803109133,0.0165731924207044,0.0321501247303863,0.02721907348726,0.0319480613732745,0.0243639883513582,0.018159358951014,0.0296837088790923,0.0326056471546686,0.00981887392352021,0.0308022817956035,0.0167984193390344,0.0171406685796738,0.0188084851645954,0.0249403753335627,0.00331990062768012,0.0361235333883994,0.0226676836768942,0.021439618331266,0.0179404971970522,0.0233493804731769,0.0235881866798096,0.0166302447583928,0.0239366972270266,0.0180139005839997,0.0212086720089782,0.0220217925659846,0.0145663609992653,0.0290793534774701,0.0235264461930651,0.0131297386865651,0.0324419789744499,0.0203278174491135,0.0344936244351661,0.0329558622765387,0.0251214067298552,0.0259729627142359,0.0226268598163763,0.0153708340039418,0.0356023692004234,0.0267627096125012,0.0241092669957056,0.0220025867445383,0.0214711808634568,0.0322035965913659,0.0301707920096856,0.023415561981814,0.0313629106389791,0.0238256472444049,0.0118917354114798,0.0391752435891079,0.03290533214762,0.0259304309499948,0.0196446601256825,0.0199548159055175,0.0409122004342068,0.00509467818782529,0.024792913583839,0.0218920538709824,0.0248388329083527,0.0180211059175482,0.0245941404370529,0.0224131147088679,0.0168106708186871,0.0123241386696233,0.0210297458426617,0.0244000719539688,0.0247409678344234,0.0274283425703608,0.0579095132101501,0.0225491120498397,0.0224917168570351,0.0543108869324969,0.0219514651909395,0.0232603843880301,0.0119321476352345,0.0229992625425378,0.0229486804618737,0.0225877488028135,0.0141580217906508,0.022620096613632,0.020848118464055,0.0214509662756541,0.0140253192902854,0.0213049989464096,0.0230039822822569,0.0218379444095714,0.0378128204622208,0.00635577440579742,0.0220441303824719,0.0231436173168344,0.0189388745081628,0.0284228278788993,0.0234980980583423,0.0177059526410054,0.0219016395697088,0.00732608514003995,0.0120094270293938,0.0165752408872748,0.027712706364038,0.0303696360190672,0.0155336854024722,0.0121151259392428,0.0232644542772057,0.0328478995805846,0.0315407713096616,0.0426727384963051,0.0564658736610629,0.0198885616448205,0.0172201902309199,0.00933847647599549,0.0171313316719596,0.00974827774361526,0.0195635481771309,0.0162203933935248,0.0730544452735716,0.0145360829972919,0.0332475909702734,0.0229903183013435,0.0321586019767676,0.0248933399309778,0.0228273249302193,0.230978933626494
0.0282666616004883,0.019708880276085,0.0242993550270354,0.0149668697163654,0.0232200622515159,0.011863101116355,0.0244873078234477,0.0237787365681626,0.0390957668412931,0.0155875039212736,0.0178660709640958,0.0244977332885384,0.075623544718002,0.0282679216670633,0.0181439135148025,0.0260730541922719,0.0626832647686782,0.0102759921038442,0.0350897541454287,0.0179160434295444,0.0228466043938679,0.0183304389978757,0.0332117916080144,0.00321449931607341,0.0306744536197361,0.0225421881908424,0.0256040213071309,0.0223081249017551,0.023403401550403,0.036455571973837,0.0185004787171822,0.0249687451833081,0.0156825098725381,0.021574344033968,0.0131657034491951,0.0143434472345419,0.0161833739593325,0.0226552631648983,0.00846467392206983,0.0338410717765652,0.0184770178324974,0.0279389258169987,0.0316448422897063,0.0235408595139104,0.0330246606992611,0.0275044776105423,0.0156810467790285,0.0444119191193764,0.0218025207099435,0.0292856518913674,0.032234896437051,0.0344470664938333,0.0230605647960399,0.0311008439421533,0.0247035640473211,0.0252926364478655,0.0205729670049763,0.0129659090823794,0.0326337604999856,0.0170310802898248,0.0207479077219806,0.0209151854798519,0.0177200655355226,0.0460362170884683,0.00932489279546337,0.0262842427314384,0.0227687670871704,0.0178940209355331,0.018317932408309,0.0259366655393847,0.0220474137908775,0.0160391114514614,0.0123426043540865,0.0224908852631856,0.0205879949232454,0.025672881763638,0.0221695853943856,0.0124455319621441,0.034229442604194,0.0240185267268588,0.0570583993305104,0.0221076320498969,0.0293609993647331,0.0115734853900488,0.0240522947750534,0.0355207004344954,0.025986418250045,0.0157846928427484,0.0232150177476889,0.0244330801322893,0.0269159931686875,0.0175178294490893,0.0174396914522773,0.0234178620768011,0.0248042046637382,0.0320142710988829,0.00568285069976547,0.0191975180430551,0.0277171021040196,0.019185268058093,0.0336335537155638,0.0246658014068043,0.0179067520915566,0.0414801528126898,0.00507614629472845,0.0110069912736839,0.0141534442207876,0.0343037758579542,0.021137812112445,0.0157850594277137,0.0111602992331927,0.0336038401755914,0.0261631542373963,0.0249589795053986,0.0273010427289049,0.0224211567888675,0.0278010507250852,0.0199135871119733,0.0107203465187661,0.0185264067086594,0.0113162569422068,0.0187758755431796,0.0163399360596418,0.0334960241555127,0.0223846016636877,0.0247797452652199,0.02242518365288,0.0208753237580798,0.0258498292983777,0.0255167029035939,0.39542232413091
